,name,iso3,GRIDCODE,X1_en,X1_va,X1_fo,X2_en,X2_va,X2_fo,X2+Y_en,X2+Y_va,X2+Y_fo,Z_en,Z_va,Z_fo
127,Serbia,SRB,33163.0,119373021184.0,372536246272.0,9423959296.0,53600987136.0,173508050944.0,4241652096.0,9305492815872.0,1522704711680.0,255381585920.0,1829890686976.0,444868952064.0,311041245184.0
128,Sierra Leone,SLE,117672.0,89444140288.0,12679600512.0,957559222.0,18351062368.0,2708184832.0,161955810.5,2399693611008.0,586407680000.0,44617751040.0,4240679895040.0,1069393448960.0,703746703360.0
129,Slovakia,SVK,87603.0,144284369920.0,1193025396736.0,3584622816.0,86441408000.0,833983807488.0,2549765344.0,11449097781248.0,2233019514880.0,486233714688.0,4906006675456.0,1187245793280.0,831872086016.0
130,Solomon Islands,SLB,34896.0,1709488.25,586326.125,18429.216796875,287911296.0,110484480.0,3598608.5,2888816640.0,3981709312.0,15119590.0,98940436480.0,24638484480.0,16338166784.0
131,Somalia,SOM,951284.0,138868024849.375,218658842386.92188,5724165743.41217,286890452.6953586,441797687.4527898,11874685.35902692,1694645107572.875,512657723781.6875,37361156835.08789,4736051988960.0,1210709838416.0,778711480696.0
132,South Africa,ZAF,5019326.0,965067075824.4507,1806947429077.5537,87014480290.09357,25629566497.739746,58511563539.14608,2675502070.492161,51875940336534.66,7273179201650.721,1280309488645.3406,47757333075144.0,11714653298632.0,7971057371772.0
133,Spain,ESP,1072655.0,3300351141970.0,8457365462444.8125,198442164895.65332,1711735222174.25,4383153694464.0,102342778799.84375,186530645227664.0,85977864363552.0,6412459424273.5,44006703682944.0,10689419105664.0,7498405899520.0
134,Sri Lanka,LKA,297090.0,1598900457600.0,1371975367936.0,47154911984.0,707428879104.0,788704699392.0,23380107536.0,22092161155072.0,5906170652672.0,506286140928.0,17257142714368.0,4229788655616.0,2898270633984.0
135,Sudan,SDN,3212537.0,1289201421836.6575,370208344488.0049,88368901069.84265,37042073282.27418,10265792350.00884,2553801478.982941,45192986667326.125,2571707618308.3105,1545351087950.9248,42273640856576.0,10708643843584.0,6963398914560.0
136,Suriname,SUR,182913.0,5455981.0,256459.96875,123881.5078125,543339142.6196289,49780483.99926758,11816959.653747559,32659591142.0,2094487649.25,583452182.625,120808017920.0,30306679680.0,19984706688.0
137,Swaziland,SWZ,168606.0,23154853888.0,17169976320.0,2395197920.0,883115776.0,1033508236.0,96240552.0,1386854711296.0,275641012224.0,37722470400.0,2193607376896.0,550962573312.0,365857677312.0
138,Sweden,SWE,381428.0,79104432992.28125,1231987714610.0315,1544292255.3988168,40796804517.5,562451029338.3105,721954879.1212006,26769277897186.0,1780033457259.2188,837902811823.1875,10661620121216.0,2601414184000.0,1815042699840.0
139,Syrian Arab Republic,SYR,292366.0,921210267904.0,3954886835200.0,49390540352.0,60318245646.625,347159344802.875,3398978557.998047,35259224522752.0,8159726940160.0,1898697437696.0,17483872718848.0,4351840833536.0,2887659871232.0
140,Taiwan,TWN,167711.0,472397676544.0,5658199056384.0,33745856544.0,26647580352.0,317407926272.0,1876004116.0,10091186634752.0,10598150930432.0,366217273344.0,21883135439360.0,5275232094080.0,3694017233792.0
141,Tajikistan,TJK,92324.0,75077211904.0,600255604736.0,2821752368.0,1029205559.5,7835181440.0,39069989.8125,3355549925376.0,716427034624.0,144010639872.0,4064195674112.0,1008385564672.0,672673169408.0
142,Thailand,THA,799795.0,5198173506320.0,5366619662254.0,170115770654.4375,1050526111712.0,913397416920.0,33702827363.0,284754314280448.0,12381881769376.0,7057592515240.0,42515732849664.0,10294500640256.0,7157977573632.0
143,The former Yugoslav Republic of Macedonia,MKD,34245.0,40058784384.0,116934964736.0,2783219056.0,23142664960.0,76891257856.0,1740760624.0,2191570812928.0,483657166848.0,83763628032.0,1574455541760.0,382985093120.0,265307619328.0
144,Timor-Leste,TLS,35587.0,727643648.0,18033448.0,132322544.0,1297399040.0,33486894.0,235150080.0,360579366912.0,568039112704.0,13628420096.0,208836689920.0,53117321216.0,34634756096.0
145,Trinidad and Tobago,TTO,85319.0,1409688576.0,4663828480.0,132036024.0,11182613497.0,32246021146.0,947116096.0625,59045971308.0,75013049573.0,4689319966.625,708425672640.0,172046072800.0,118716418672.0
146,Tunisia,TUN,174876.0,487506819080.0,3521115876400.0,33164314344.75,3362002010.4375,23983175287.0,228128183.7890625,13376715885504.0,5559254556560.0,641751765300.0,8568091664384.0,2091957059584.0,1435291529216.0
147,Turkey,TUR,1482634.0,3285762321995.75,17159197338065.0,213604002790.0,1256128004905.5,6468811514103.0,81085721839.1875,195622977701759.0,54066292976367.0,9498303915764.0,58877268307968.0,14420657971712.0,9842217862144.0
148,Turkmenistan,TKM,492171.0,288602399749.25,943393811228.0,9803245829.914062,5487657501.90625,27441340815.875,191587175.40234375,17586104971456.0,2155539915164.0,680109158882.0,5996161740800.0,1475263641600.0,997773836800.0
149,Uganda,UGA,540006.0,514247960192.0,39482632504.0,63253946016.0,72601115712.0,7734740922.0,8120005480.0,24390315204608.0,102567036551168.0,2513491635200.0,45917339123712.0,11742581948416.0,7571959087104.0
150,Ukraine,UKR,867693.0,6747870349248.0,23703401449984.0,508760557120.0,3159521407264.0,11360865250432.0,233785772594.0,226285240827904.0,35782635552768.0,9168827058176.0,22649897695488.0,5489461556544.0,3879972161248.0
151,United Arab Emirates,ARE,70905.0,3114198507.0,54055639295.0,473364985.25,78084807.00000024,1390682495.000004,11680632.000000035,193506437631.0,244772631551.0,7519862751.0,7602365988864.0,1798410723328.0,1204270956544.0
152,United Kingdom,GBR,665880.0,1865349114998.6875,25212718404410.266,40862119953.07446,249634370509.88086,3847157370942.3633,6329610586.297118,165572549380924.0,27931554632468.023,5469770415978.867,75106434146472.0,18311772747914.0,12770651325991.0
153,United Republic of Tanzania,TZA,2494807.0,643353475186.0,136489879395.875,37807396781.1875,53263902249.28125,10743833797.481194,3732687134.5029297,22650366510176.0,49888313462472.0,1424717169390.6875,52996510912512.0,13462267015424.0,8759299981568.0
154,United States,USA,14603578.0,51069281444317.67,86731721410741.23,11397467077704.844,4672848417158.203,7774523512124.62,968907098100.396,3498701250400519.0,608005764266946.1,95557799169599.0,371636354665489.0,90665302969512.5,62881326827398.75
155,Uruguay,URY,532858.0,66481811698.6875,132442543265.95312,6186727135.328125,986262518.171875,4089474107.6914062,94254824.66796875,2276205323328.0,734705997476.0,66901718293.0,1880915431936.0,460974849184.0,319931568416.0
156,Uzbekistan,UZB,193126.0,214812683434.40625,428391530148.4922,7329250401.444336,920770679.375,1845758420.5625,31162668.13256836,10594574006032.0,1440151775315.0625,432547862165.0,4117976145920.0,1013797862400.0,684402772992.0
157,Venezuela,VEN,1457584.0,302451144698.7573,2978521362943.4404,11394628188.11457,22667587529.628105,214011236158.14548,965242453.0969105,9649247731312.0,3487683452847.0,231067774134.42188,23038743553024.0,5652338919936.0,3847119786176.0
158,Viet Nam,VNM,710561.0,2192104313765.0,1296991295787.0,64383044841.46875,740172675992.0,433108615856.0,22359685740.0,139551499283456.0,58859560052480.0,2667929941000.0,37849642101952.0,9256180282704.0,6336837364436.0
159,Yemen,YEM,652019.0,70886136047.82031,364653547427.6758,5446141820.759277,2685999014.664063,22804077970.75,231029864.83300784,2694653288483.0,818224791083.0,149500873444.0,27057809915520.0,6859688035904.0,4453971605024.0
160,Zambia,ZMB,2838505.0,16567677456.31836,1420478631.5689802,1704327356.2302856,18425323685.28711,737028794.9434204,763753888.7177734,3687686311052.0,454420048120.25,125557707959.5,20968634781696.0,5325235859200.0,3453551943936.0
161,Zimbabwe,ZWE,1145481.0,64953812446.625,5720177049.030273,9757568974.664062,1339988872.625,251115289.4921875,203845718.734375,6915483094336.0,754388766264.0,217399779768.0,7332579016704.0,1839574717440.0,1220554123264.0
